,ZONE CHART,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
0,,,,,,,,,
1,UPS Ground/UPS 3 Day Select/UPS 2nd Day Air/UPS 2nd Day Air A.M./UPS Next Day Air Saver/UPS Next Day Air,,,,,,,,
2,,,,,,,,,
3,For shipments originating in ZIP Codes 883-01 to 883-99. To determine zone,,,,,,,,
4,take the first three digits of the receiver's ZIP Code and refer to the chart below:,,,,,,,,
5,,,,,,,,,
6,ZONES,,,,,,,,
7,Dest. ZIP,Ground,3 Day Select,2nd Day Air,2nd Day Air A.M.,Next Day Air Saver,Next Day Air,,
8,005,007,307,207,247,137,107,,
9,006,045,-,225,-,-,125,,
10,007,045,-,225,-,-,125,,
11,009,045,-,225,-,-,125,,
12,010,008,308,208,248,138,108,,
13,011,008,308,208,248,138,108,,
14,012,008,308,208,248,138,108,,
15,013,008,308,208,248,138,108,,
16,014,008,308,208,248,138,108,,
17,015,008,308,208,248,138,108,,
18,016,008,308,208,248,138,108,,
19,017,008,308,208,248,138,108,,
20,018,008,308,208,248,138,108,,
21,019,008,308,208,248,138,108,,
22,020,008,308,208,248,138,108,,
23,021,008,308,208,248,138,108,,
24,022,008,308,208,248,138,108,,
25,023,008,308,208,248,138,108,,
26,024,008,308,208,248,138,108,,
27,025,008,308,208,248,138,108,,
28,026,008,308,208,248,138,108,,
29,027,008,308,208,248,138,108,,
30,028,008,308,208,248,138,108,,
31,029,008,308,208,248,138,108,,
32,030,008,308,208,248,138,108,,
33,031,008,308,208,248,138,108,,
34,032,008,308,208,248,138,108,,
35,033,008,308,208,248,138,108,,
36,034,008,308,208,248,138,108,,
37,035,008,308,208,248,138,108,,
38,036,008,308,208,248,138,108,,
39,037,008,308,208,248,138,108,,
40,038,008,308,208,248,138,108,,
41,039,008,308,208,248,138,108,,
42,040,008,308,208,248,138,108,,
43,041,008,308,208,248,138,108,,
44,042,008,308,208,248,138,108,,
45,043,008,308,208,248,138,108,,
46,044,008,308,208,248,138,108,,
47,045,008,308,208,248,138,108,,
48,046,008,308,208,248,138,108,,
49,047,008,308,208,248,138,108,,
50,048,008,308,208,248,138,108,,
51,049,008,308,208,248,138,108,,
52,050,008,308,208,248,138,108,,
53,051,008,308,208,248,138,108,,
54,052,007,307,207,247,137,107,,
55,053,008,308,208,248,138,108,,
56,054,008,308,208,248,138,108,,
57,055,008,308,208,248,138,108,,
58,056,008,308,208,248,138,108,,
59,057,008,308,208,248,138,108,,
60,058,008,308,208,248,138,108,,
61,059,008,308,208,248,138,108,,
62,060,008,308,208,248,138,108,,
63,061,008,308,208,248,138,108,,
64,062,008,308,208,248,138,108,,
65,063,008,308,208,248,138,108,,
66,064,008,308,208,248,138,108,,
67,065,008,308,208,248,138,108,,
68,066,008,308,208,248,138,108,,
69,067,008,308,208,248,138,108,,
70,068,008,308,208,248,138,108,,
71,069,008,308,208,248,138,108,,
72,070,007,307,207,247,137,107,,
73,071,007,307,207,247,137,107,,
74,072,007,307,207,247,137,107,,
75,073,007,307,207,247,137,107,,
76,074,007,307,207,247,137,107,,
77,075,007,307,207,247,137,107,,
78,076,007,307,207,247,137,107,,
79,077,007,307,207,247,137,107,,
80,078,007,307,207,247,137,107,,
81,079,007,307,207,247,137,107,,
82,080,007,307,207,247,137,107,,
83,081,007,307,207,247,137,107,,
84,082,007,307,207,247,137,107,,
85,083,007,307,207,247,137,107,,
86,084,007,307,207,247,137,107,,
87,085,007,307,207,247,137,107,,
88,086,007,307,207,247,137,107,,
89,087,007,307,207,247,137,107,,
90,088,007,307,207,247,137,107,,
91,089,007,307,207,247,137,107,,
92,100,007,307,207,247,137,107,,
93,101,007,307,207,247,137,107,,
94,102,007,307,207,247,137,107,,
95,103,007,307,207,247,137,107,,
96,104,007,307,207,247,137,107,,
97,105,007,307,207,247,137,107,,
98,106,008,308,208,248,138,108,,
99,107,007,307,207,247,137,107,,
100,108,007,307,207,247,137,107,,
101,109,007,307,207,247,137,107,,
102,110,007,307,207,247,137,107,,
103,111,007,307,207,247,137,107,,
104,112,007,307,207,247,137,107,,
105,113,007,307,207,247,137,107,,
106,114,007,307,207,247,137,107,,
107,115,007,307,207,247,137,107,,
108,116,007,307,207,247,137,107,,
109,117,008,308,208,248,138,108,,
110,118,007,307,207,247,137,107,,
111,119,008,308,208,248,138,108,,
112,120,007,307,207,247,137,107,,
113,121,008,308,208,248,138,108,,
114,122,008,308,208,248,138,108,,
115,123,008,308,208,248,138,108,,
116,124,008,308,208,248,138,108,,
117,125,008,308,208,248,138,108,,
118,126,008,308,208,248,138,108,,
119,127,007,307,207,247,137,107,,
120,128,007,307,207,247,137,107,,
121,129,008,308,208,248,138,108,,
122,130,007,307,207,247,137,107,,
123,131,007,307,207,247,137,107,,
124,132,007,307,207,247,137,107,,
125,133,007,307,207,247,137,107,,
126,134,007,307,207,247,137,107,,
127,135,007,307,207,247,137,107,,
128,136,007,307,207,247,137,107,,
129,137,007,307,207,247,137,107,,
130,138,007,307,207,247,137,107,,
131,139,007,307,207,247,137,107,,
132,140,007,307,207,247,137,107,,
133,141,007,307,207,247,137,107,,
134,142,007,307,207,247,137,107,,
135,143,007,307,207,247,137,107,,
136,144,007,307,207,247,137,107,,
137,145,007,307,207,247,137,107,,
138,146,007,307,207,247,137,107,,
139,147,007,307,207,247,137,107,,
140,148,007,307,207,247,137,107,,
141,149,007,307,207,247,137,107,,
142,150,007,307,207,247,137,107,,
143,151,007,307,207,247,137,107,,
144,152,007,307,207,247,137,107,,
145,153,007,307,207,247,137,107,,
146,154,007,307,207,247,137,107,,
147,155,007,307,207,247,137,107,,
148,156,007,307,207,247,137,107,,
149,157,007,307,207,247,137,107,,
150,158,007,307,207,247,137,107,,
151,159,007,307,207,247,137,107,,
152,160,007,307,207,247,137,107,,
153,161,006,306,206,246,136,106,,
154,162,007,307,207,247,137,107,,
155,163,006,306,206,246,136,106,,
156,164,007,307,207,247,137,107,,
157,165,007,307,207,247,137,107,,
158,166,007,307,207,247,137,107,,
159,167,007,307,207,247,137,107,,
160,168,007,307,207,247,137,107,,
161,169,007,307,207,247,137,107,,
162,170,007,307,207,247,137,107,,
163,171,007,307,207,247,137,107,,
164,172,007,307,207,247,137,107,,
165,173,007,307,207,247,137,107,,
166,174,007,307,207,247,137,107,,
167,175,007,307,207,247,137,107,,
168,176,007,307,207,247,137,107,,
169,177,007,307,207,247,137,107,,
170,178,007,307,207,247,137,107,,
171,179,007,307,207,247,137,107,,
172,180,007,307,207,247,137,107,,
173,181,007,307,207,247,137,107,,
174,182,007,307,207,247,137,107,,
175,183,007,307,207,247,137,107,,
176,184,007,307,207,247,137,107,,
177,185,007,307,207,247,137,107,,
178,186,007,307,207,247,137,107,,
179,187,007,307,207,247,137,107,,
180,188,007,307,207,247,137,107,,
181,189,007,307,207,247,137,107,,
182,190,007,307,207,247,137,107,,
183,191,007,307,207,247,137,107,,
184,192,007,307,207,247,137,107,,
185,193,007,307,207,247,137,107,,
186,194,007,307,207,247,137,107,,
187,195,007,307,207,247,137,107,,
188,196,007,307,207,247,137,107,,
189,197,007,307,207,247,137,107,,
190,198,007,307,207,247,137,107,,
191,199,007,307,207,247,137,107,,
192,200,007,307,207,247,137,107,,
193,201,007,307,207,247,137,107,,
194,202,007,307,207,247,137,107,,
195,203,007,307,207,247,137,107,,
196,204,007,307,207,247,137,107,,
197,205,007,307,207,247,137,107,,
198,206,007,307,207,247,137,107,,
199,207,007,307,207,247,137,107,,
200,208,007,307,207,247,137,107,,
201,209,007,307,207,247,137,107,,
202,210,007,307,207,247,137,107,,
203,211,007,307,207,247,137,107,,
204,212,007,307,207,247,137,107,,
